planName, telemetryRowIndex, microsecondsSinceGpsEpoch, wattsPerM2, wavelength
UpScan, 41402, 943429439250000.2, 0.0011849713899349532, 175.67
UpScan, 41403, 943429441000000.2, 0.0011892067762048653, 175.67
UpScan, 41190, 943429068250000.2, 0.0011976624640474911, 175.68
UpScan, 41404, 943429442750000.2, 0.0011971691443059516, 175.68
UpScan, 41188, 943429064750000.2, 0.001211514130136392, 175.69
UpScan, 41189, 943429066500000.2, 0.0012049363753250718, 175.69
UpScan, 41405, 943429444500000.2, 0.0012024351991872983, 175.69
UpScan, 41406, 943429446250000.2, 0.0012084030375020154, 175.69
UpScan, 41186, 943429061250000.2, 0.0012232539657438192, 175.7
UpScan, 41187, 943429063000000.2, 0.001216867091164463, 175.7
UpScan, 41407, 943429448000000.2, 0.0012152974992774154, 175.7
UpScan, 41408, 943429449750000.2, 0.0012223393098177964, 175.7
UpScan, 41185, 943429059500000.2, 0.0012337421637357762, 175.71
UpScan, 41409, 943429451500000.2, 0.001230193006112833, 175.71
UpScan, 41183, 943429056000000.2, 0.0012452479194398369, 175.72
UpScan, 41184, 943429057750000.2, 0.0012408859295268886, 175.72
UpScan, 41410, 943429453250000.2, 0.0012374899556515688, 175.72
UpScan, 41411, 943429455000000.2, 0.00124420449851161, 175.72
UpScan, 41182, 943429054250000.2, 0.0012567287260089879, 175.73
UpScan, 41412, 943429456750000.2, 0.001252235083099887, 175.73
UpScan, 41180, 943429050750000.2, 0.0012703774607436503, 175.74
UpScan, 41181, 943429052500000.2, 0.001260527929434272, 175.74
UpScan, 41413, 943429458500000.2, 0.001258757406906628, 175.74
UpScan, 41414, 943429460250000.2, 0.001266517661361014, 175.74
UpScan, 41179, 943429049000000.2, 0.0012754024973571606, 175.75
UpScan, 41415, 943429462000000.2, 0.0012727388951068149, 175.75
UpScan, 41177, 943429045500000.2, 0.0012808957020379011, 175.76
UpScan, 41178, 943429047250000.2, 0.001280058646618087, 175.76
UpScan, 41416, 943429463750000.2, 0.0012745437085478742, 175.76
UpScan, 41417, 943429465500000.2, 0.0012787691509848042, 175.76
UpScan, 41175, 943429042000000.2, 0.001282472450373706, 175.77
UpScan, 41176, 943429043750000.2, 0.0012817307376983419, 175.77
UpScan, 41418, 943429467250000.2, 0.0012801462735820698, 175.77
UpScan, 41419, 943429469000000.2, 0.0012779830750399587, 175.77
UpScan, 41174, 943429040250000.2, 0.001279988832389452, 175.78
UpScan, 41420, 943429470750000.2, 0.0012753841942167565, 175.78
UpScan, 41172, 943429036750000.2, 0.0012730225024722287, 175.79
UpScan, 41173, 943429038500000.2, 0.0012779506797033656, 175.79
UpScan, 41421, 943429472500000.2, 0.0012744843791798373, 175.79
UpScan, 41422, 943429474250000.2, 0.0012674957644068223, 175.79
UpScan, 41171, 943429035000000.2, 0.0012686013078296065, 175.8
UpScan, 41423, 943429476000000.2, 0.0012630669545319036, 175.8
UpScan, 41169, 943429031500000.2, 0.001257848137796909, 175.81
UpScan, 41170, 943429033250000.2, 0.001262826268246176, 175.81
UpScan, 41424, 943429477750000.2, 0.0012587133983855197, 175.81
UpScan, 41425, 943429479500000.2, 0.0012547414948273295, 175.81
UpScan, 41168, 943429029750000.2, 0.0012540824968892464, 175.82
UpScan, 41426, 943429481250000.2, 0.0012489451007297533, 175.82
UpScan, 41166, 943429026250000.2, 0.0012508639191915272, 175.83
UpScan, 41167, 943429028000000.2, 0.0012515968055002626, 175.83
UpScan, 41427, 943429483000000.2, 0.0012472150733018731, 175.83
UpScan, 41428, 943429484750000.2, 0.001247455257855006, 175.83
UpScan, 41164, 943429022750000.2, 0.0012540132109497852, 175.84
UpScan, 41165, 943429024500000.2, 0.0012498143792677144, 175.84
UpScan, 41429, 943429486500000.2, 0.0012472067219894123, 175.84
UpScan, 41430, 943429488250000.2, 0.0012498457070599259, 175.84
UpScan, 41163, 943429021000000.2, 0.001258549814089927, 175.85
UpScan, 41431, 943429490000000.2, 0.0012539004838189444, 175.85
UpScan, 41161, 943429017500000.2, 0.0012673335732468172, 175.86
UpScan, 41162, 943429019250000.2, 0.0012625490173076433, 175.86
UpScan, 41432, 943429491750000.2, 0.0012579726878496793, 175.86
UpScan, 41433, 943429493500000.2, 0.0012656244296475466, 175.86
UpScan, 41160, 943429015750000.2, 0.0012765686471274988, 175.87
UpScan, 41434, 943429495250000.2, 0.0012723516613725038, 175.87
UpScan, 41158, 943429012250000.2, 0.0012962011710196514, 175.88
UpScan, 41159, 943429014000000.2, 0.0012840022396310075, 175.88
UpScan, 41435, 943429497000000.2, 0.0012789742934660557, 175.88
UpScan, 41436, 943429498750000.2, 0.0012924804873478176, 175.88
UpScan, 41157, 943429010500000.2, 0.0013034487831028417, 175.89
UpScan, 41437, 943429500500000.2, 0.0013006065077405507, 175.89
UpScan, 41155, 943429007000000.2, 0.0013237334510172417, 175.9
UpScan, 41156, 943429008750000.2, 0.0013140509799430336, 175.9
UpScan, 41438, 943429502250000.2, 0.0013112450028613233, 175.9
UpScan, 41439, 943429504000000.2, 0.0013223462316035895, 175.9
UpScan, 41153, 943429003500000.2, 0.0013407624617386377, 175.91
UpScan, 41154, 943429005250000.2, 0.0013355598173634495, 175.91
UpScan, 41440, 943429505750000.2, 0.0013321108142138533, 175.91
UpScan, 41441, 943429507500000.2, 0.0013379199482111382, 175.91
UpScan, 41152, 943429001750000.2, 0.0013451675019496507, 175.92
UpScan, 41442, 943429509250000.2, 0.001342046802168239, 175.92
UpScan, 41150, 943428998250000.2, 0.0013499351193522306, 175.93
UpScan, 41151, 943429000000000.2, 0.0013494938235315244, 175.93
UpScan, 41443, 943429511000000.2, 0.0013450414029393103, 175.93
UpScan, 41444, 943429512750000.2, 0.0013434836493344622, 175.93
UpScan, 41149, 943428996500000.2, 0.0013446854936373996, 175.94
UpScan, 41445, 943429514500000.2, 0.001336920948778382, 175.94
UpScan, 41147, 943428993000000.2, 0.0013315882742342472, 175.95
UpScan, 41148, 943428994750000.2, 0.0013372044585053704, 175.95
UpScan, 41446, 943429516250000.2, 0.001329864392752056, 175.95
UpScan, 41447, 943429518000000.2, 0.0013230155011883754, 175.95
UpScan, 41146, 943428991250000.2, 0.0013201011915445668, 175.96
UpScan, 41448, 943429519750000.2, 0.0013148998959541525, 175.96
UpScan, 41144, 943428987750000.2, 0.0013056097505124722, 175.97
UpScan, 41145, 943428989500000.2, 0.001312506871551506, 175.97
UpScan, 41449, 943429521500000.2, 0.0013072314099849777, 175.97
UpScan, 41450, 943429523250000.2, 0.0012970952528608142, 175.97
UpScan, 41142, 943428984250000.2, 0.0012909987707303363, 175.98
UpScan, 41143, 943428986000000.2, 0.0012991769873548368, 175.98
UpScan, 41451, 943429525000000.2, 0.00129102786508352, 175.98
UpScan, 41141, 943428982500000.2, 0.00128646170686797, 175.99
UpScan, 41139, 943428979000000.2, 0.0012816321574145317, 176.0
UpScan, 41140, 943428980750000.2, 0.001283089680878779, 176.0
UpScan, 41138, 943428977250000.2, 0.0012833731143161056, 176.01
UpScan, 41136, 943428973750000.2, 0.0012825449101466402, 176.02
UpScan, 41137, 943428975500000.2, 0.0012810489925150323, 176.02
UpScan, 41135, 943428972000000.2, 0.0012838470165683047, 176.03
UpScan, 41133, 943428968500000.2, 0.0012914252040718852, 176.04
UpScan, 41134, 943428970250000.2, 0.00128722502152897, 176.04
UpScan, 41132, 943428966750000.2, 0.0012945960817281991, 176.05
UpScan, 41130, 943428963250000.2, 0.001304174385517836, 176.06
UpScan, 41131, 943428965000000.2, 0.001298912044687327, 176.06
UpScan, 41128, 943428959750000.2, 0.0013164077573753472, 176.07
UpScan, 41129, 943428961500000.2, 0.001308073476187905, 176.07
UpScan, 41127, 943428958000000.2, 0.0013200378984633808, 176.08
UpScan, 41125, 943428954500000.2, 0.001332781439792616, 176.09
UpScan, 41126, 943428956250000.2, 0.0013285675794677764, 176.09
UpScan, 41124, 943428952750000.2, 0.0013408477413471398, 176.1
UpScan, 41122, 943428949250000.2, 0.0013531639656786656, 176.11
UpScan, 41123, 943428951000000.2, 0.0013475992457749016, 176.11
UpScan, 41121, 943428947500000.2, 0.0013567485365204028, 176.12
UpScan, 41119, 943428944000000.2, 0.0013590098080177861, 176.13
UpScan, 41120, 943428945750000.2, 0.0013602045218215504, 176.13
UpScan, 41117, 943428940500000.2, 0.001360004393176527, 176.14
UpScan, 41118, 943428942250000.2, 0.0013606082283900095, 176.14
UpScan, 41116, 943428938750000.2, 0.00136011948924234, 176.15
UpScan, 41114, 943428935250000.2, 0.0013567803568674112, 176.16
UpScan, 41115, 943428937000000.2, 0.0013571068756596343, 176.16
UpScan, 41113, 943428933500000.2, 0.0013626996647039635, 176.17
UpScan, 41111, 943428930000000.2, 0.0013807127826259721, 176.18
UpScan, 41112, 943428931750000.2, 0.0013715113933391772, 176.18
UpScan, 41110, 943428928250000.2, 0.0013974836970725246, 176.19
UpScan, 41108, 943428924750000.2, 0.0014429008781624182, 176.2
UpScan, 41109, 943428926500000.2, 0.0014215063135175241, 176.2
UpScan, 41106, 943428921250000.2, 0.001487403717825046, 176.21
UpScan, 41107, 943428923000000.2, 0.0014690829821600757, 176.21
UpScan, 41105, 943428919500000.2, 0.0015093863581538557, 176.22
UpScan, 41103, 943428916000000.2, 0.0015307351882012643, 176.23
UpScan, 41104, 943428917750000.2, 0.001524587672733284, 176.23
UpScan, 41102, 943428914250000.2, 0.001531518281175511, 176.24
UpScan, 41100, 943428910750000.2, 0.0015024920632084266, 176.25
UpScan, 41101, 943428912500000.2, 0.0015220810174320484, 176.25
UpScan, 41099, 943428909000000.2, 0.0014797200331924572, 176.26
UpScan, 41097, 943428905500000.2, 0.0014235107062991017, 176.27
UpScan, 41098, 943428907250000.2, 0.0014515247960118181, 176.27
UpScan, 41095, 943428902000000.2, 0.001351968100566463, 176.28
UpScan, 41096, 943428903750000.2, 0.0013873235508184048, 176.28
UpScan, 41094, 943428900250000.2, 0.0013170626292428333, 176.29
UpScan, 41092, 943428896750000.2, 0.0012445856833313612, 176.3
UpScan, 41093, 943428898500000.2, 0.0012804517290585413, 176.3
UpScan, 41091, 943428895000000.2, 0.0012147579395012501, 176.31
UpScan, 41089, 943428891500000.2, 0.0011663438644089455, 176.32
UpScan, 41090, 943428893250000.2, 0.0011897307733980834, 176.32
UpScan, 41088, 943428889750000.2, 0.0011510999590802714, 176.33
UpScan, 41086, 943428886250000.2, 0.0011462221207559553, 176.34
UpScan, 41087, 943428888000000.2, 0.001145657299029344, 176.34
UpScan, 41084, 943428882750000.2, 0.0011665386266262582, 176.35
UpScan, 41085, 943428884500000.2, 0.0011521957808093297, 176.35
UpScan, 41083, 943428881000000.2, 0.001180966916963077, 176.36
UpScan, 41081, 943428877500000.2, 0.001210790710557991, 176.37
UpScan, 41082, 943428879250000.2, 0.0011969327389623338, 176.37
UpScan, 41080, 943428875750000.2, 0.0012253528336190092, 176.38
UpScan, 41078, 943428872250000.2, 0.001236317751937084, 176.39
UpScan, 41079, 943428874000000.2, 0.0012320927016792528, 176.39
UpScan, 41077, 943428870500000.2, 0.0012344270504013222, 176.4
UpScan, 41075, 943428867000000.2, 0.0012310718672218625, 176.41
UpScan, 41076, 943428868750000.2, 0.001231647043710297, 176.41
UpScan, 41074, 943428865250000.2, 0.0012294002100351432, 176.42
UpScan, 41072, 943428861750000.2, 0.0012357484090221537, 176.43
UpScan, 41073, 943428863500000.2, 0.0012285943956348133, 176.43
UpScan, 41070, 943428858250000.2, 0.0012631942408202832, 176.44
UpScan, 41071, 943428860000000.2, 0.0012440132887115572, 176.44
UpScan, 41069, 943428856500000.2, 0.0012857977601827613, 176.45
UpScan, 41067, 943428853000000.2, 0.0013295889937940232, 176.46
UpScan, 41068, 943428854750000.2, 0.0013088703233256815, 176.46
UpScan, 41066, 943428851250000.2, 0.0013485718458677576, 176.47
UpScan, 41064, 943428847750000.2, 0.0013706616676057433, 176.48
UpScan, 41065, 943428849500000.2, 0.0013632837418208529, 176.48
UpScan, 41063, 943428846000000.2, 0.0013665755303953638, 176.49
UpScan, 41061, 943428842500000.2, 0.0013373184208376994, 176.5
UpScan, 41062, 943428844250000.2, 0.001353141341087818, 176.5
UpScan, 41059, 943428839000000.2, 0.0012885566330883681, 176.51
UpScan, 41060, 943428840750000.2, 0.00131365944541255, 176.51
UpScan, 41058, 943428837250000.2, 0.001259586459571162, 176.52
UpScan, 41056, 943428833750000.2, 0.001214220198043188, 176.53
UpScan, 41057, 943428835500000.2, 0.0012350600218604506, 176.53
UpScan, 41055, 943428832000000.2, 0.0012035358414309238, 176.54
UpScan, 41053, 943428828500000.2, 0.0011856263844182626, 176.55
UpScan, 41054, 943428830250000.2, 0.0011912029570060733, 176.55
UpScan, 41052, 943428826750000.2, 0.001182136601529558, 176.56
UpScan, 41050, 943428823250000.2, 0.0011701220907181038, 176.57
UpScan, 41051, 943428825000000.2, 0.0011768881144680774, 176.57
UpScan, 41048, 943428819750000.2, 0.001148564482534904, 176.58
UpScan, 41049, 943428821500000.2, 0.0011622265423183824, 176.58
UpScan, 41047, 943428818000000.2, 0.0011333036326734902, 176.59
UpScan, 41045, 943428814500000.2, 0.001095652950432965, 176.6
UpScan, 41046, 943428816250000.2, 0.0011172195953181314, 176.6
UpScan, 41044, 943428812750000.2, 0.0010757678062960731, 176.61
UpScan, 41042, 943428809250000.2, 0.001045737985745124, 176.62
